City/province name (CN),City/province name (EN),Province,Year,"1.1. Total production capacity (10,000 cubic metres/day)","1.2. Of which how much is groundwater (10,000 cubic metres/day)",1.3. Number of plants (units),1.4. Of which how many are groundwater water treatment plants (units),"2.1. Total water supply volume / year (10,000 cubic metres/year)","2.2. Average supply per day (10,000 cubic metres/day)","2.3. Maximum supplied in a day (10,000 cubic metres/day)","3.1. Total Volume of water sold (10,000 cubic metres/year)","3.2. Of which Domestic/residential water (10,000 cubic metres/year)","3.3. Of which Administrative water (10,000 cubic metres/year)","3.4. Of which Industrial (10,000 cubic metres/year)","3.5. Of which Commercial (10,000 cubic metres/year)","3.6. Of which Special sectors (10,000 cubic metres/year)","3.7. Of which Other (10,000 cubic metres/year)",4. Water sold / water produced (%),5.1. Coverage rate of urban water supply (%),"5.2. Total city population (10,000s)","5.3. Total city population with water access (10,000s)",6.1. Average water use for all purposes (L/person*day),6.2. Average water use for residential/household/living purposes (L/person*day),7.1. Plants under construction (units),"7.2. Capacity of plants under construction (10,000 cubic metres/day)",8.1. Total pipe length (km),8.2. Of which are sourcing water (km),8.3. Of which are supplying water (km),8.4. of which how much length is for piping 75mm diameter and above (km),"9. Loss and leakage volume (10,000 cubic metres)",10. Loss and leakage rate (%),11. Pipe network density (km of pipe/square kilometer of network area）,12.1. Material: Ductile iron (km),12.2. Material: Steel piping (km),12.3. Material: Cast Iron (km),12.4. Material: PCCP (km),12.5. Material: Plastic (km),12.6. Material: Asbestos cement (km),12.7 Material: Other materials (km),13.1. Total number of water meters (units),13.2. Of which Domestic/residential,13.3. Of which Industrial,13.4. Of which Other,14.1. Overall rate of water that meets standard (%),14.2. turbidity rate meeting standard (%),14.3. Colour  rate of meeting standard (%),14.4. Odor  rate of meeting standard (%),14.5. Residual chlorine  rate of meeting standard (%),14.6. Bacterial contamination rate meeting standards (%),14.7. Total coliform contamination rate meeting standard (%),14.8. Oxygen demand (CODMn) meeting standard rate (%),15.1. Rate at which pressure in water distribution system meets the standard (%),15.2. Average pressure in water distribution system (Mpa),"16.1. Percentage of total water supply area is taken up by low pressure are, ratio (%)",16.2. Total water supply area (square km）,16.3. Total low pressure area (square km),"17.1. Total electricity use (10,000 kWh)","17.2. Electricity use for water production (1,000 kWh/1,000 cubic metre)","17.3. Electricity use for water distribution (1,000 kWh/1,000 cubic metre*Mpa)",18.1. Mixed flocculant consumption (kg),"18.2. Coagulant consumption per unit of water (kg / 1,000 cubic meters)",19.1. Total disinfectant consumption (kg),"19.2. Disinfectant consumption per unit water (kg / 1,000 cubic meters)","20.1. Original value (10,000 yuan)","20.2. Net worth (10,000 yuan)","21. Sales revenue (10,000 yuan)",22.1. Total profit,22.2. Net profit,Loss,23. Unit water sales cost (yuan / thousand m3),"24. Total wages (10,000 yuan)",25.1. Total employees (persons),25.2. Of which On-duty workers,25.3. Of which Other personel,25.4. Of which professional and technical personnel,27.1. Residential drinking water Current price or standard (yuan/cubic meter),27.2. Residential drinking water Original price or standard (yuan/cubic meter),28.1. Administrative water Current price or standard  (yuan/cubic meter),28.2. Administrative water Original price or standard (yuan/cubic meter),29.1. Industrial water Current price or standard (yuan/cubic meter),29.2. Industrial water Original price or standard (yuan/cubic meter),30.1. Business services water Current price or standard (yuan/cubic meter),30.2. Business services water Original price or standard (yuan/cubic meter),31.1. Special industry water Current price or standard (yuan/cubic meter),31.2. Special industry water Original price or standard (yuan/cubic meter),32.1. Unit average water Current price or standard (yuan/cubic meter),32.2. Unit average water Original price or standard (yuan/cubic meter)
汉川,Hanchuan,Hubei,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
潜江,Qianjiang,Hubei,2008,10,,2,,1725.7,4.7,5.2,1250.5,875.4,,250.1,125,,,0.724633482,100,27,27,126.9,88.8,,,257.49,23.4,234.09,222.09,475.2,27.5,5.4,,17.6,25,168.55,46.34,,,32930,20363,6068,6500,98,100,100,99,100,98,100,99,100,0.28,,48,,461.4,223.9,437.8,108288,5.3,34620,1.7,5930.1,2397.1,1797.8,-44.2,-44.2,,1227.03,476,214,214,,48,1.4,1.1,1.4,1.1,1.55,1.15,1.6,1.4,1.95,1.4,1.44,1.22
孝感,Xiaogan,Hubei,2008,8,,1,,2021,5.54,6.5,1307,880,67,175,185,,,0.64670955,99,35,230,200,1,15,,304.5,34.4,270.1,159.3,424,21,8.7,16.47,15.81,108.32,69.59,92.79,,1.52,20482,18515,375,1592,99,100,100,100,99,100,100,100,99,0.26,17.2,35,6,657.98,163,162,171785,8.5,30300,1.5,6166,3666,1764,-237,-237,,1469.55,496,590,367,223,65,1.05,0.82,1.2,0.82,1.2,0.95,1.6,1.4,,,1.15,0.93
随州,Suizhou,Hubei,2008,28,,3,,3515,9.6,12.4,2531,1400,5,800,300,20,,0.720056899,98.25,40,39.3,176.4,97.5,,,341,25,316,341,984,28,7,4.25,39.4,72,139,86.6,,,52740,51000,1600,140,99.8,100,100,99,100,100,100,100,98,0.31,14.6,48,7,492,140,3.9,86747,215,37725,1.07,15823,11974,2131,-2411,-2411,,1744,707,366,366,,135,1.2,1.12,1.2,1.12,1.2,1.12,1.2,1.12,1.2,1.12,1.2,1.12
钟祥,Zhongxiang,Hubei,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
丹江口,Danjiangkou,Hubei,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
枣阳,Zaoyang,Hubei,2008,11,,2,,1789,4.9,5.6,1258,960,38,157,103,,,0.703186138,90,21.6,19.5,177,149,,,130,15,115,130,473,26.42,3.83,3,1,39,68.9,18.1,,,29074,28170,363,541,100,100,100,100,100,100,100,100,98,0.35,1.67,30,0.5,303,218.1,392,39195,2.19,18391,1.03,4835,1400,1476,4.5,4.5,,1173.36,366.4,320,285,35,42,1.1,0.9,1.5,1.3,1.5,1.3,1.9,1.5,,,1.17,1.15
天门,Day gate,Hubei,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
赤壁,Chibi,Hubei,2008,20,,3,,3905,10,12,1531,710,70,340,391,20,,0.39206146,93.18,22,20.5,204,94.9,,,198.54,1,197.54,198.54,834,21.34,9,1.3,38.75,70,47.92,40.57,,,20881,20066,215,600,99.8,100,100,100,100,99,99.8,99.5,99,0.31,,21.76,,598,198.6,,446510,4.9,,,5891,3144,1897,27,27,,1182,550,433,433,,158,1.09,0.91,1.09,0.91,1.19,0.94,1.29,1.14,1.79,,1.15,0.96
宜都,Yidu,Hubei,2008,11.7,,5,,1880,5.15,5.4,1603,584,3,925,89,2,,0.852659574,100,15.9,15.9,276,120,,,209.2,3.6,205.6,209.2,277,14.7,7.9,10.6,58.4,40.6,47.9,51.7,,,21881,20059,1822,,99,98,100,100,100,98,100,,100,0.28,11,18.2,2,,,,,,,,5958,3415,1541,5,,,612,475,171,156,15,53,1.1,1,1.1,1,1.11,1.1,1.4,1.3,1.7,1.6,1.28,1.18
十堰,Shiyan,Hubei,2008,13,,2,,2995,8.2,9.5,2100,1419,123,218,328,12,34,0.701168614,,44,12.5,190,311,,,245.5,20.5,225,220,895,30,,,90,53.7,24.7,8,,2.4,12106,10906,50,10150,99.9,99.9,100,100,100,100,100,100,100,0.45,,26,,1338,447,506,68300,2.3,40900,1.3,13642,6892,2394,-546,-546,,1400,480,211,211,,96,1.05,0.9,1.38,1.1,1.385,1.38,1.65,1.3,3.16,2.3,1.2,0.98
十堰武当,Shiyan Wudang,Hubei,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
安陆,Anlu,Hubei,2008,9,,2,,1514.2,4,4.5,286,194,5,72,15,,,0.188878616,98,15,12,65.3,48.3,1,5,463.34,0.84,462.5,186.4,230,18,15.4,7.05,1.65,22.1,19.7,400.04,,12.8,35000,32200,1050,1750,99.9,100,100,100,99,100,100,,99,0.4,,30,,313,227.2,402.1,61.5,4,78.05,11.15,4938.95,2160.67,2160.69,-242.73,-242.73,,929.8,397.04,246,186,10,,1.28,1.1,1.48,1.1,1.43,1.15,1.58,1.5,1.78,,1.5,1.2
黄冈,Huang Gang,Hubei,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
当阳,Dangyang,Hubei,2008,7,,1,,1954,5.3,6,1758.98,1284,,352,123,,,0.900194473,95,12,11,438,320,,,210,17,193,150,195,10,13,,6,80,100,10,14,,30000,25000,5000,,98,99,99,99,96,96,97,,98,0.3,18.18,22,4,197.56,160,,,,1800,2.52,8289.9,4996.2,1958.3,8.2,8.2,,1076.7,211.9,138,119,19,25,1.15,1,1.15,1,1.06,1.06,1.5,1.25,,,1.16,1.03
宜城,Yicheng,Hubei,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
广水,Wide water,Hubei,2008,9,,2,,981,2.68,3.5,592,330.8,134.9,12.3,104.2,5.6,6,0.603465851,90,10,9,162.2,100.7,,,113.4,4.6,98.8,96.3,389,39.6,5.67,16.7,2,24.5,30.6,27,2,10.6,20774,17662,764,2349,97,98,,100,95,100,100,100,95,0.26,35.4,24,8.6,3.72,1.2,,,,392,0.04,5402,4243,925,-100,-100,,840,269,274,257,17,19,1.3,0.8,1.3,0.85,1.5,0.85,1.8,1.2,1.3,0.8,1.53,0.95
利川,Icheon,Hubei,2008,6.7,,2,,1092,3,3.2,482,345,38,1,62,2,,0.441391941,90,13,14.4,92,65.6,,,301,2,299,127,313,28,21.4,41,,83,,,,175,19650,19451,,199,98,92,100,100,95,100,100,100,95,0.52,4,14,0.5,121,110,,3675,0.25,9842,0.9,9198,7597,1082,-634,-634,,3574,330,142,132,10,32,1.56,1.13,2.05,,2.2,1.23,2.35,1.55,2.6,,2.24,1.3
仙桃,Xiantao,Hubei,2008,20,,3,,3084,8,9,1935,1192,108,431,204,,,0.627431907,100,38,38,139.6,85.9,,,316.18,4,312.18,316.18,,,,2,30,80,76.5,8.6,,119.08,56492,53574,654,2264,100,100,100,100,100,100,100,100,99.1,0.35,,,,638.3,206.84,384.6,63415,2,53588,1.7,11723,8609,2396,-163,-163,,1323.65,512,276,243,25,60,1.1,0.8,1.33,,1.26,0.92,1.54,1.05,1.54,,1.18,
洪湖,Honghu,Hubei,2008,10,,2,,1815.55,4.97,6.1,952.2,609.41,,266.6,66.65,,9.52,0.524469169,100,20,20,130,83,,,143,1.5,141.5,141.5,863.35,47.55,,,3.09,47.46,22.86,,,69.59,22205,20838,73,1294,99.7,100,100,100,98.48,100,100,,92,0.22,5.7,21,1.2,369.73,91.64,112,39435,2.17,21792,1.2,4359,966.43,1208.4,-166.47,-166.47,,767.49,344.47,213,197,16,50,1.28,0.95,1.35,0.95,1.35,0.95,1.55,1.2,1.6,1.2,,
麻城,Macheng,Hubei,2008,8,,2,,991,2.7,,560.1,384,27,59,90,0.1,,0.56518668,99,15,14.85,,150,,,145.6,10,135.6,145.6,,,6.47,10,3,52.6,45,35,,,30087,29397,690,,100,100,,100,98,100,100,,98,,6.67,22.5,1.5,243,,245,59460,6,49550,5,1765,523,680,8,6,,920.68,230,271,226,45,63,1.46,1.06,1.8,1.28,1.7,1.2,2.1,1.6,2.5,1.9,1.17,
武穴,Wuxue,Hubei,2008,6.8,,5,,1298,3.5,3.6,889,444.5,266.7,88.9,44.5,26.7,17.7,0.684899846,97,15.5,15,162,81,,,162,3,159,126,409,31.5,5.1,8,4,53,54,43,,,37000,33400,3600,,99.9,99.9,99.8,99.9,99.9,99.9,99.8,99.8,98,0.38,25,32,8,304,234,,44350,3.39,,,2318,1747,966,-120,-120,,1099,360,402,246,,68,1.06,0.8,1.12,0.85,1.12,0.85,1.4,1.15,1.4,1.15,1.19,0.93
应城,Should be city,Hubei,2008,10,,1,,1690,4.7,5.5,790,572,39,124,53,1.6,,0.467455621,95,13,12,150,180,,,110,6.4,104,103,591,35,10,13.7,0.8,5.5,70,20,,,11000,10200,90,710,98,93,100,100,90,98,98,100,99,0.26,32,14,2,468,276,,32450,1.92,32500,1.92,2871,1307,1138,-68,-68,,1200,203,347,218,129,63,1.4,1.1,1.6,1.1,1.5,1.2,2,1.6,4,,1.43,1.25
枝江,Zhijiang,Hubei,2008,6,,1,,1169,2.74,3.5,878,301,,440,137,,20,0.75106929,100,10,10,200,82.46,,,320.5,0.5,320,120,180,18,6.9,,10,,33,32,,,24996,22996,1000,1000,98,98,100,100,98,100,100,100,98,0.31,16,18,3,269,,230,52000,4.45,83500,7.14,2889,1434,830,10,8,,609.2,253,159,132,27,51,1,,1.2,,1.2,,1.4,,,,1.2,
神农架,Shennongjia,Hubei,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大冶,Daye,Hubei,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
石首,Stone first,Hubei,2008,5,,1,,300,3.3,5,175.05,101.4,8.59,5.4,37.97,4.69,4.2,0.5835,99,15.3,15.2,127.92,18.27,,,93.56,2,91.56,,125,41.67,4.27,13.76,1.6,45.11,,11.97,21.12,,35132,34406,,726,100,100,100,100,100,100,100,100,90,0.24,2.5,20,0.5,70.8,201,827,5300,1.51,6600,1.77,9358,7696,,-123.53,,,1910,68.84,234,143,91,,1.62,,1.72,,1.62,,2.05,,2.95,,,
十堰东风,Shiyan Dongfeng,Hubei,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
咸宁,Xianning,Hubei,2008,16,,3,,2723.4,7.46,9,1817.91,1450.49,,144.12,196.09,27.21,,0.667514871,90,34.5,31,160.66,128.19,,,219,11,208,219,747.02,27.43,3.93,95.8,20,4.5,,98.7,,,33216,25873,2541,4802,99,99,99,99,99,98,99,99,98,0.3,3,35,1.5,1491.89,420.31,597.26,152874,5.31,50312,1.81,20431.79,15939.87,2110.65,285.74,285.74,,2079.81,585.28,432,432,,85,1.15,1.05,1.15,1.05,1.3,1.28,1.68,1.68,1.98,1.98,1.23,1.15
长沙,Changsha,Hunan,2008,167,,7,,44866.93,122.59,140.56,,,1826.74,4103.09,4666.42,71.78,1383.36,0.844944149,100,227,,390.26,,,,1800.65,,1800.65,1218.05,5500.666,12.26,1.45,575.98,163.74,434.5,,,,626.43,125479,112770,6791,5918,99.97,99.88,100,100,100,100,100,100,99.49,0.31,11.39,125,14.24,9152.99,312.2,354.18,5694044,19.42,937924,3.2,163307,105729,46489,-4540,-5030,,1428.77,5363,1549,1549,,369,1.21,1.02,1.21,1.02,1.38,1.16,2.2,1.75,4.2,3.89,1.37,1.15
株洲,Zhuzhou,Hunan,2008,125,,4,,16673,46,52,13436,5398,154,5376,1054,54,,0.805853776,93.25,59.73,,396,,,,879,14,865,561,3238,19.42,9.6,,,,,,,,114275,103909,1233,9133,99.82,99.18,100,100,100,99.88,100,100,100,0.38,,90,,4699,272,367,2026974,11.73,446219,3.09,47599,22444,16313,618,513,,1169,3892,1298,1279,19,547,1.2,0.95,1.2,0.95,1.36,1.08,2.18,1.73,4.89,3.89,1.21,0.74
湘潭,Xiangtan,Hunan,2008,42.5,1.5,4,,7866.05,21.55,31.31,4838.23,2356.67,641.1,1037.53,458.96,47.38,296.59,0.615077453,99,80,254.91,184.62,,,,665,10,655,483,3027.79,38.49,,94.3,11.13,237.64,138.05,,,183.88,119309,104652,3402,11255,99.87,99.27,100,100,99.84,99.84,100,100,,,,,,2317.16,570.44,406.2,716132,8.94,132450,1.65,32546.73,26971.61,8871.3,991.13,861.7,,1265.46,1376.18,461,461,,105,1.15,1,1.2,1,1.32,1.15,2.16,1.85,4.09,4.05,1.37,1.04
醴陵,Liling,Hunan,2008,6,,1,,1298,3,4,1000,743,,182,74,1,,0.770416025,77,22,161,132,,,,376,12,364,115,194,14.96,22.75,5,73,21,36,168,,61,33955,33024,931,,100,100,100,100,100,100,100,100,99.79,0.36,5,16,0.8,208,130.55,118.27,189860,13.9,24982,1.83,6721,3529,1605,-25,-25,,1200,489,187,187,,76,1.75,1.4,1.75,1.4,1.8,1.4,3,2,4.8,2,1.61,1.31
益阳,Yiyang,Hunan,2008,34,,2,,3796,10.4,16,2917,2078,,383,423,33,,0.768440464,100,38,203,150,1,10,,268,12,256,268,879,23.16,4,3,36,195,17,17,,14,36870,34470,190,1210,99.2,100,100,100,96,98.8,99.7,100,98,0.26,65.12,43,28,1505,836,460,,,57000,1.59,16524,8760,4355,216,216,,799,715,418,418,,81,1.3,1.06,1.3,1.06,1.43,1.17,2.34,2.03,5.2,4.28,1.43,1.23
沅江,Yuanjiang,Hunan,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
邵阳,Shaoyang,Hunan,2008,51.5,,4,,7304,,,4661,2506,263,1217,439,25,,0.638143483,100,45.3,,,,,,523,,,,,,,,,,,,,,12673,,,,99.12,96.29,100,100,98,100,100,100,99.12,0.3,,,,,,,,,,,35122,21993,7075,-675,-675,,1679.69,2255,,786,,,1.5,1.25,1.5,1.25,1.68,1.38,2.78,2.25,5.98,5,,
常宁,Changning,Hunan,2008,2.6,,1,,968,2.6,3.3,432,306,55,2,57,12,,0.446280992,50,21,320,147,,,,65,1,64,53.2,526,54.34,4,8.7,17.4,,3.1,13.65,,,20468,20468,,20463,100,99.9,100,100,100,100,100,100,65,0.26,,,,385,,,31767,3.28,8000,0.83,2911,2103,581,162,,,564,254,166,156,10,22,1.45,1.1,1.45,1.1,1.6,1.2,2.61,1.8,5.8,3.4,2.58,1.72
湘乡,Xiangxiang,Hunan,2008,,,,1,,,,657.18,499.51,,68.73,54.54,1.59,,,,10,180,137,,,,346.1,0.1,346,104.9,325,31.8,24.89,2,2.1,60,6.8,79.4,,195.8,21444,15053,2325,4066,98.75,98,100,100,97,98,97,100,,,,,,269,104.82,136.83,74040,7.41,16898,1.69,4938,2804,973,-487,-487,,1541.65,360,231,212,,148,1.58,1.3,,,1.7,1.45,2.8,2.35,6.3,4.95,1.63,
浏阳,Liuyang,Hunan,2008,7.5,1.5,3,2,1280,3.5,4.6,1006.8,704.5,33.5,20.6,22.8,19.6,,0.7865625,,,,,,,,178.1,6,172.1,,,,4.45,75.1,31.1,24.5,10,3,,34.4,38150,38130,20,,99.71,98.73,99.68,100,99.68,100,100,100,100,0.35,10,40,4,358.4,,105,224000,17.5,26880,2.1,6711,3695,1851,-4731,-4731,,2330,702,236,164,37,35,1.58,1.3,1.58,1.3,1.74,1.4,2.84,2,4.8,3,2.51,1.8
武冈,Wugang,Hunan,2008,5.6,,2,,1034,2.83,3,807,242.1,427.7,16.14,112.98,8.07,62,0.780464217,90,15,163,150,,,,475.5,0.5,475,190,227,21.95,24.36,,185,100,15,175.5,,,15436,13000,216,2220,99,99,100,100,99,100,100,100,99,0.32,5,15,0.75,,,,,,,,1600,1500,1428,-5,-5,,2150,450,230,130,52,62,1.72,1.36,,1.36,1.89,1.52,3.1,2.5,6.98,5.58,1.98,1.54
永州（冷水滩）,Yongzhou (cold water beach),Hunan,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
娄底,Loudi,Hunan,2008,18,,2,,3202.69,8.77,11.26,2565.54,1749.17,165,228.76,398.59,23.18,,0.801057861,99.4,34,265,181,,,,1196.6,6.6,1190,238,637.1,19.89,23.93,142.8,9.52,35.7,7.14,54.74,,,47189,46276,240,673,99.9,99.9,100,100,100,100,100,100,99,0.55,1,50,0.5,1212,175,203,29175,0.91,45933,1.43,17884,10874,5347,182,142,,1890,1288,552,364,188,65,1.64,1.44,1.64,1.44,1.81,1.48,2.98,2.43,6.62,3.86,1.92,1.7
常德,Changde,Hunan,2008,35,,2,,6961.88,19.07,24.66,4926.66,2953.62,187.4,1163.5,543.93,40.61,37.57,0.707662298,100,50,269,176,,,,743.81,,743.81,511.29,1470.26,29.23,,346.46,43.46,104.15,,,112.67,137.07,113182,105765,482,6935,99.49,98.93,100,100,99.02,100,100,100,99,0.23,,,,1822,261.75,369.89,1031,14.81,118,1.7,40227,23964,7141,-291,-291,,997,1610,726,726,,141,1.23,0.98,1.23,0.98,1.35,1.08,2.01,1.88,4.94,3.8,1.38,1.22
冷水江,Cold water river,Hunan,2008,11,,2,,1752,4.8,5.6,1341,738,90,335,68,60,40,0.765410959,100,12.9,284.8,156.7,,,,220.1,8.6,211.5,101.2,411,23.45,10.43,73.6,126.9,,,,,19.6,24293,22974,283,1036,100,100,100,100,100,100,100,100,99,0.4,,21.1,,604.87,345.27,,42325,2.42,75400,4.3,6929.8,4935.4,2909.6,-132.7,-132.7,,1092.48,822,266,260,6,66,1.85,1.45,1.85,1.45,1.85,1.45,3.32,2.5,7.4,5,1.96,
津市,Tsu City,Hunan,2008,5,,2,,876,,2.9,555,265,133,103,42,4.5,7.5,0.633561644,99,13,43,165,,,,110,3.7,106.3,110,289,32.9,,14,11,6,70,9,,,19000,18000,580,420,99.7,99.7,100,100,99.3,100,100,100,97,2.8,11.11,18,2,275,249,438,55097,4.98,20391,1.84,4410,2943,821,-48,-48,,958.17,338,,150,9,30,1.42,1.12,1.56,1.23,1.56,1.23,2.56,1.98,5.68,,1.6,1.27
韶山,Shaoshan,Hunan,2008,3.5,0.3,4,,294,0.81,1.6,255,123,28,2,97,5,,0.867346939,34,10,85,41,,,,22.52,10.42,12.1,12.1,39,16.2,8.1,29.8,2.2,57.7,0.3,33.3,,,,2960,,150,100,100,100,100,100,100,100,,100,0.5,,3,3,121.52,,421,35200,12.1,59320,8.6,974,280,672,17.8,17.8,,2820,141,62,52,10,6,1.8,1.5,2.3,2,2.3,2,4.2,3.4,6,4.5,3.32,2.68
吉首,Jishou,Hunan,2008,10.5,,3,,2900,7.95,9.5,2135.6,384.5,1112.7,231.6,368.3,38.5,,0.736413793,98,20,19.6,300,262.1,,,440,2,438,318,387,13.34,14.67,66,20,50,20,,,284,35000,32000,800,2200,99.94,99.6,100,100,100,100,100,100,100,0.25,,30,,861.46,70,,22801,0.95,37211,1.25,9487,5221.5,2886.9,240.7,202.8,,134,811.7,244,244,,38,1.16,1,1.16,1,1.28,1.1,2.08,1.7,4.01,3.8,1.23,1.1
衡阳,Hengyang,Hunan,2008,67,,4,2,1276,35,52,7161,2874,1516,1745,968,58,,5.612068966,85.1,90.85,254,102,,,,694.4,3.6,690.8,471,2952,23,7.5,98.5,3.5,321.1,58.5,,,212.8,181833,164054,1276,16503,99.99,99.91,100,100,100,100,100,100,98.2,0.26,1.94,93,1.8,4028,316,338,1298400,9.66,285000,2.12,40115,23301,8009,-2127,-2127,,913.39,2664,1506,1506,,143,0.98,0.87,1,0.87,1.1,0.95,1.8,1.554,4,3.4,1.15,1
张家界,Zhangjiajie,Hunan,2008,12,,3,,1928,5.2,10.5,1253,794,126,13,316,24,,0.649896266,95,15.6,230,147,1,10,,,0.4,168,,700,30,,85,3,8,15,,,,34836,,,,100,100,100,100,100,100,100,100,95,0.4,,28,2,766,210,0.24,56105,1.57,50520,1.42,7028,4051,2185,-616,-616,,2390,599,323,323,,55,1.33,1.25,1.68,1.5,1.98,1.8,2.58,2.4,4.08,4,1.77,
岳阳,Yueyang,Hunan,2008,40,,2,,7096.35,19.39,28,5105.92,3906.88,24.5,436.29,656.4,41.86,39.95,0.719513553,90.9,55,279,217,,,,525,,525,321,1758.27,24.8,9.05,126,10,40,20,329,,,142769,139083,320,3366,99.8,98.8,100,100,100,100,100,100,99.7,0.35,17.24,58,10,1124.65,155.97,374.67,307769,4.27,175102,2.43,23092,12327.5,6955.92,-2462.6,-2462.6,,2403.54,2309.4,722,722,,203,1.26,1.07,1.26,1.07,1.3,1.18,2.2,1.9,4.7,4.28,1.44,1.2
临湘,Linxiang,Hunan,2008,4,,2,,909,2.8,4,477,392,12,13,55,5,,0.524752475,99,13,1.06,0.83,,,,135.2,3.3,131.9,77.79,,,6.5,,6,13.5,30.4,29.3,,4.53,19479,18439,81,959,100,98,100,100,100,100,100,100,70,,30,26,7.8,106.5,106.5,,,,24000,0.5,2941,1960,703,-117,-117,,1937.42,260,259,177,52,28,1.38,1.18,1.38,1.18,1.54,1.28,2.52,2.14,4.5,3.8,1.58,1.31
怀化,Huaihua,Hunan,2008,16.2,,,,3650,10,12,2200,1584,176,22,363,55,,0.602739726,55,42,24.7,200,165,,,,0.5,810,340,,20,40.65,58,308,210,75,143,,16,17000,13260,65,3645,99.8,99.7,100,100,99.7,99.7,100,100,100,0.4,31,20,6.2,974.17,102.93,142.14,471000,15.83,55000,1.85,18337,9513,4022,77,45,,1668.2,668,376,287,89,48,1.33,,1.33,,1.46,,2.4,,5.32,,1.6,
广州,Guangzhou,Guangdong,2008,,,7,,,,418.62,,,,,,429.29,,0.79937679,99.82,432.46,431.7,558.88,399.75,7,,,95,,,,15.92,10.56,732.15,,,,,,1281.51,1119529,,4907,24729,99.96,100,100,100,100,99.74,100,100,99.07,0.29,,486,,40792.26,283.76,421.04,100234017.3,7.089,6624259,4.68,,,,-4885.13,-4885.13,,1589.67,,4948,4943,5,882,1.32,0.9,1.61,1.1,1.83,1.25,2.71,1.85,3.38,2.2,1.69,1.18
东莞东江水务,Dongguan Dongjiang Water,Guangdong,2008,,,4,,,,253.72,,,,,,,,0.898001815,100,395.79,395.79,519,,1,50,348,6,342,348,8540.87,10.2,0.24,,200,,43,,,105,144,,,,99,98.2,99.9,99.5,99.2,100,100,100,66.9,0.35,,,,24139.45,288.28,397.56,,1.62,,2.07,243224,159218,70859,5516,4137,,913,2315,677,677,,125,,,,,,,,,,,0.97,0.97
中山,Zhongshan,Guangdong,2008,10,,1,,24698,68,79,22022,3162,792,823,1342,56,,0.891651146,,,,,,,,,2,,1072,2676,10.83,,72,60,98,54,73,,482,169769,148157,1314,20298,99,92.76,99.84,100,99.84,100,99.84,100,99.1,0.33,,1000,,128,176,,108442,11.8,10936,1.19,55270,30053,28107,5456,5145,,912,1492,321,321,,177,1.38,1.25,1.38,1.25,1.43,1.3,1.68,1.55,2,1.7,1.36,1.24
佛山,Foshan,Guangdong,2008,115,,3,,24173.91,66.23,80.05,21477.51,7928.55,1826.64,8770.87,2760.16,34.02,294.56,0.888458259,,,,,,,,1625.32,1.32,1624,,2672.81,11.97,,,,,,,,,262479,,,,100,100,100,100,100,100,100,100,99.57,0.3,,,,4921.79,194.62,388.77,6505373,25.72,,,167962.14,107767.82,41305.85,649.59,349.96,,1238.14,5620,816,816,,,0.95,0.79,1.36,0.96,1.36,0.96,1.65,1.18,2.5,2.5,1.3,0.92
